Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,24/03/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Kenya,KEN,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,4.767628205,5.630908344,4.273842501,3.428997391,1.929411765,2.188893393,1.365946633,1.371696219,10.53202796,10.00835251,11.1185019,9.520799312,7.965841358,6.743120606,4.793729051,4.07116549,4.023501864,1.402678603,1.64857152,1.944028886,3.035223693,1.829773255,3.688054668,1.606253308,1.58539137,1.585391371,1.58539137,2.856233725,2.899264472,2.899264472,2.277319807,2.384935625,2.813537627,2.041152465,14.02543319,10.71304132,8.456084161,13.05921744,8.211171921,9.379508653,8.262270051,4.477968498,5.375121457,6.348279619,,12.34430102,10.28574488,9.518770675,9.198036382,11.79038275,9.680119058,9.396858343,7.753588949,8.317920447,7.113580198,7.465351998,7.024861385,9.06262396,9.592740746,9.660018387,7.806142726,,,
Kenya,KEN,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,4.366987179,5.630908344,4.590423427,4.994409243,4.141176471,3.810295906,4.351969504,4.349280696,3.57084615,3.129148597,2.38289045,2.595831358,2.238024743,2.157344348,2.248324109,2.071061079,2.194870994,2.56984497,2.65395479,1.828890995,1.575757154,1.315144944,1.463830626,0.942781939,1.303923097,1.303923098,1.303923097,1.781439878,1.849690035,1.849690035,1.959248835,2.533454658,3.80305952,2.995655197,6.847794651,8.826657375,6.321810599,5.015933589,4.98104504,5.266053094,4.553917121,5.283244766,7.039805262,6.946650986,,6.379922965,8.181970378,10.29744862,13.02894038,11.60996809,11.94451852,12.81463321,15.22316775,19.43525011,17.61527918,17.15986365,15.78800636,11.52035644,11.90668821,11.43291854,12.96705567,,,
Kenya,KEN,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.280448718,0.164406083,0.237435694,0.260901975,1.129411765,1.256586948,2.763659466,1.43860823,1.940066018,2.051343039,1.626173914,2.053065023,1.832256534,2.237973024,2.525722971,1.366395305,1.509262904,2.561079198,1.593833338,2.303541078,1.976515477,1.998969472,3.067899532,5.688233716,6.902769504,6.902769506,6.902769502,4.009276675,4.46363729,4.46363729,3.153955626,4.201734298,5.437773436,4.594321753,5.758625062,6.359893224,7.150110017,6.286782441,7.361058851,6.395034648,6.338146482,6.638266052,8.716737005,8.779472067,,8.95123945,10.06476088,12.41585996,13.14384182,13.75960962,17.57459955,16.45010848,17.90044762,18.10859404,20.27261259,24.79471478,28.9542313,28.4958792,26.33673357,26.42757151,29.87160852,,,
Kenya,KEN,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,2.243589744,2.013974517,1.58290463,2.124487514,8.188235294,6.039724362,2.604828463,1.672800268,2.249351905,2.779560138,2.733739952,2.10556814,1.799832134,1.510854859,8.944481253,8.625709966,6.607226741,8.031773983,3.548109138,16.37169235,28.3090765,31.99143117,32.23977003,25.23627557,21.97811424,21.97811425,21.97811424,19.27217398,12.83442132,12.83442132,10.64099967,17.88917496,18.91782983,18.66150785,10.23057056,10.46796908,16.08859512,16.2595283,18.30868185,20.77178997,28.82576327,24.52613647,20.39127675,27.03126449,59.3234165,24.96637165,25.10374309,22.36329827,23.88997523,18.75158244,19.20726669,24.16122308,22.27207026,16.91746301,15.23891991,12.09635694,15.2744317,18.15000637,21.43125931,20.15421823,14.21357848,,,
Kenya,KEN,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,5.07,5.65,4.6,5.26,4.11,4.99,5.2,5.69,6.29,7.22,,,5.35,,4.17,5.38,4.79,3.82,3.81,4.75,3.59,,
Kenya,KEN,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,86.8,90,85.5,86.2,82.4,83.7,82.4,82.4,83,79.3,84.3,76.7,73,49.1,52.2,64.8,61,67.3,69.8,65.4,62.9,60.7,61.2,66.7,74,84.3,91.4,99.2,115.1,98.7,107.2,123.5,120.4,117.7,116.1,100,97.1,101.6,105.9,102.4,99.4,119.2,139.5,129.3
Kenya,KEN,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.92,,,,,16.57,16.51,19.54,18.38,,18.69,15.4,15.03,15,15.61,15.61,15.61,15.48,16.55,16.38,16.67,16.54,16.54,,16.59,16.62,16.52,16.71,19.19,
Kenya,KEN,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.37,59.37,59.37,59.37,,58.9,58.9,58.9,58.9,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,58.41,,59.07,59.03,59.03,59.03,,
Kenya,KEN,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.21,,,,,17.63,21.42,20.83,17.62,,17.21,12.77,12.67,12.65,12.63,12.61,12.61,12.52,12.86,12.76,12.87,12.9,12.89,,12.98,13.43,13.46,13.61,14.45,
Kenya,KEN,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.49,16.49,16.49,16.49,,16.05,16.05,16.05,16.05,15.01,15.01,15.01,15.01,16.45,16.45,16.45,16.45,16.45,,16.6,16.6,16.6,16.6,,
Kenya,KEN,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.77,,,,,17.95,22.87,21.23,17.42,,16.81,11.92,11.9,11.89,11.66,11.63,11.63,11.54,11.49,11.42,11.47,11.56,11.54,,11.64,12.23,12.32,12.45,12.77,
Kenya,KEN,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,4.08,4.08,4.08,,3.36,3.36,3.36,3.36,1.89,1.89,1.89,1.89,1.69,1.69,1.69,1.69,1.69,,1.67,1.67,1.67,1.67,,
Kenya,KEN,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230000000,205000000,152000000,,,156000000,183000000,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362000000,361000000,422000000,488000000,506000000,217000000,227000000,237000000,272000000,313000000,390000000,494000000,597000000,646000000,434000000,820000000,918000000,1069000000,948000000,934000000,872000000,648000000,648000000,712000000,755000000,,,,
Kenya,KEN,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974000,1003000,1001000,894000,969000,1037000,994000,1001000,1146000,1361000,1479000,1601000,1817000,1203000,1490000,1609000,1823000,1711000,1520000,1350000,1181000,1340000,1449000,2025000,2049000,,,,
Kenya,KEN,Urban population growth (annual %),SP.URB.GROW,,6.450112165,6.551235486,7.223256367,7.351279386,7.37423504,7.379253308,7.357369223,7.327576154,7.278306291,8.266086967,8.21354305,8.047559868,7.98393594,7.891995548,7.79650885,7.707206774,7.731527427,7.829997093,7.817846479,4.719064269,4.202100813,4.206835092,4.278643446,4.305362704,4.266478617,4.2061912,4.149278263,4.151605872,4.127520294,5.023244321,4.986043143,4.804010368,4.700961394,4.628302932,4.556632099,4.468252088,4.43518059,4.45950896,4.576284663,4.747185198,4.86566919,4.870530148,4.804199048,4.818143588,4.770543609,4.739682454,4.708958504,4.710366129,4.686978325,4.561377415,4.42456306,4.291843435,4.172370114,4.046543544,3.9448735,3.93489984,3.909609503,3.777407987,3.713134083,3.720516537,3.663658453,3.693612536,3.753281213
Kenya,KEN,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9,,,,,67.4,,,,,,,,,
Kenya,KEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.42408315,50.44708348,50.4660991,50.48173545,50.49424218,50.50338512,50.50914213,50.51182087,50.5128426,50.51283422,50.51172543,50.51167178,50.51294599,50.51475144,50.51739167,50.51984318,50.52181517,50.52315092,50.52371997,50.5234768,50.52163882,50.51832945,50.51408872,50.50847026,50.50231146,50.49635797,50.49070064,50.48609831,50.48283357,50.48029621,50.47511752,50.46788715,50.46143623,50.45409144,50.44306155,50.42754516,50.40715565,50.38407548,50.3615456,50.33924466,50.3159232,50.2922689,50.27036016,50.24969376,50.23007937,50.21242589,50.19741216,50.1863967,50.17815353,50.17080771,50.16577254,50.16482235,50.16661045,50.1703111,50.17667634,50.18617274,50.19433654,50.20219211,50.21477935,50.22659686,50.23951721,50.2564546,50.26853529,50.2755543
Kenya,KEN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.17610168,,,227.2276917,,,,,,,,,,,,169.2714081,
Kenya,KEN,Age dependency ratio (% of working-age population),SP.POP.DPND,108.0024078,108.8171584,109.5933323,110.2572663,110.6633988,111.6164159,113.1633843,114.421076,115.3339206,115.9757619,116.4562515,117.0492877,117.5903247,117.8241437,117.9151166,117.9543633,117.9925558,117.7367349,117.1397955,116.4195144,115.4706381,114.4672272,113.5076784,112.4193818,111.3065131,110.2792328,109.3614709,108.5388028,107.6584196,106.6692455,105.5641449,104.486357,103.3878936,102.1895017,100.9115997,99.66540233,98.50250961,97.32539101,96.16824178,94.87556331,93.44353904,91.9471681,90.52932312,89.25894521,88.05968055,87.04866941,86.23728747,85.63220105,85.14106337,84.67126948,84.22010544,83.69550849,83.01057066,82.12674764,81.12149994,79.99241248,78.63644141,77.16038262,75.73642302,74.26394057,72.6322381,70.95791674,69.30547895,67.67393734
Kenya,KEN,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.72605143,0.687994183,0.651731592,0.617378225,0.58487312,0.554150149,0.525270092,0.498153645,0.472733853,0.449106857,0.427747302,0.408998323,0.39352396,0.382230477,0.373967004,0.367125112,0.362005181,0.358527369,0.354859035,0.35036079,0.3458193,0.340858316,0.335921721,0.332914669,0.332447646,0.333272878,0.334273285,0.337221409,0.342288594,0.346042733,0.347782093,0.348833199,0.349113965,0.348409853,0.347225636,0.345825515,0.344268748,0.342187221,0.339159048,0.335744643,0.332300205,0.328500583,0.324194345,0.319978086,0.316785013,0.314601987,0.312500825,0.309833456,0.306739845,0.303167194,0.300412567,0.300338992,0.300866045,0.30127211,0.303976683,0.310882684,0.316977724,0.32389965,0.33938611,0.357338074,0.369290665,0.378131008,0.392616264,0.413135336
Kenya,KEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.200138734,3.043596839,2.904729954,2.786164905,2.682047672,2.586833041,2.501909894,2.428059817,2.362241591,2.301627239,2.245533309,2.193948649,2.149940187,2.11669167,2.093499365,2.076708428,2.063363511,2.058307752,2.062229891,2.06692907,2.070189773,2.073483387,2.079741721,2.090564786,2.101806512,2.111730079,2.121402421,2.131548036,2.14167358,2.150217778,2.155973501,2.159914611,2.164787765,2.172187826,2.182819594,2.195310335,2.206547485,2.214960322,2.221154884,2.22581956,2.227611364,2.224917669,2.216736883,2.202881218,2.185751862,2.167462871,2.148427889,2.12750569,2.10568433,2.087425512,2.091283602,2.131569937,2.18748148,2.254155028,2.345034136,2.443165242,2.496760106,2.54036944,2.643654586,2.746893226,2.78922228,2.818603948,2.863919877,2.913307843
Kenya,KEN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.743456156,2.61389695,2.504526259,2.417926831,2.345160213,2.278455299,2.218743821,2.166701682,2.12000644,2.076421249,2.035377002,1.998052822,1.969470974,1.952798574,1.945896826,1.944631432,1.946680664,1.95627673,1.973406937,1.990592946,2.005804427,2.021282481,2.040811513,2.066091039,2.093277702,2.11986281,2.146603161,2.175098765,2.204411011,2.231553287,2.254620636,2.276297794,2.301487377,2.332045968,2.367384572,2.405068056,2.441491561,2.47517174,2.50709138,2.536710612,2.561914764,2.580688207,2.592201655,2.596072688,2.593135077,2.584907075,2.570826932,2.548620288,2.519089148,2.488380502,2.479236152,2.508227852,2.550853934,2.602781013,2.681840139,2.780634259,2.838042657,2.883084549,2.997534289,3.111138053,3.157918491,3.1945222,3.243712145,3.291403611
Kenya,KEN,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,1.576689395,1.54827745,1.525418019,1.500823362,1.473297247,1.44572761,1.416862142,1.38806132,1.365900767,1.35408114,1.348729937,1.345701584,1.350212402,1.361873508,1.369024458,1.369848056,1.369168757,1.364400102,1.35408767,1.342150931,1.330745372,1.319670272,1.30699123,1.291664079,1.275619307,1.260255299,1.243980932,1.225500004,1.20713538,1.192478852,1.180937625,1.169580533,1.156889921,1.142641764,1.126193831,1.105967506,1.082578484,1.056020992,1.025772364,0.99604594,0.972072438,0.956609782,0.950600728,0.954185273,0.968182353,0.993249908,1.026967975,1.067068955,1.11407027,1.165681934,1.182555054,1.17105387,1.167439356,1.16924252,1.177587946,1.222615514,1.290862738,1.356500069,1.436267918,1.513969406,1.569619064,1.617194435,1.669882997,1.722554397
Kenya,KEN,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,2.468847468,2.462348159,2.467604069,2.483837327,2.490322553,2.484837569,2.476914886,2.462459612,2.439176435,2.414299159,2.391321774,2.368955859,2.343529092,2.313423234,2.282356839,2.252162878,2.21959857,2.183550044,2.14825055,2.1186693,2.095349403,2.072807619,2.047475331,2.02006387,1.988553487,1.950282013,1.906402567,1.857357881,1.803698338,1.752111811,1.710429908,1.682437692,1.670719179,1.676321638,1.700222148,1.743110893,1.800620201,1.869553879,1.949798408,2.037873239,2.059490811,2.01720774,1.979621656,1.945862893,1.914717253,1.937863849,2.014472757,2.092728263,2.171291548,2.248398146,2.325122793,2.405774059,2.487500702,2.568747837,2.65269783,2.740955929,2.820319515,2.890502379,2.966759969,3.038521346,3.094829344,3.148548904,3.200384069,3.244485629
Kenya,KEN,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,3.982404806,3.9480336,3.907202957,3.856560033,3.803425455,3.752602345,3.699668807,3.642598017,3.588122562,3.544145504,3.50908843,3.470499422,3.424654246,3.374867121,3.317090111,3.246636743,3.164171449,3.075105846,2.980809123,2.887808005,2.81149697,2.757744087,2.729295715,2.730829809,2.761447618,2.820787046,2.901803486,2.99962279,3.117760487,3.250009758,3.281936614,3.214580207,3.153545941,3.098423333,3.045488833,3.077224886,3.192174457,3.310159857,3.427665445,3.543592354,3.654717679,3.760059499,3.856800956,3.944956912,4.029818152,4.111161576,4.185911412,4.248510446,4.300882574,4.34812299,4.392803885,4.439764313,4.488780569,4.537224306,4.585107489,4.635032852,4.685086711,4.738595939,4.805522802,4.881763726,4.960304284,5.045446132,5.132667271,5.214310696
Kenya,KEN,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,5.580850318,5.535723173,5.483363239,5.422381663,5.349689747,5.262457588,5.162274411,5.051993219,4.932497878,4.815908396,4.717830927,4.635694276,4.580343751,4.565869682,4.589375772,4.651418112,4.739487677,4.85912795,5.015604933,5.189400137,5.213653204,5.089684612,4.974125425,4.873079573,4.77628746,4.805722411,4.95808682,5.111941726,5.270503923,5.42913768,5.582127511,5.720744927,5.84724185,5.965733243,6.07911174,6.186003237,6.277787872,6.351610477,6.408501362,6.460271295,6.509987726,6.558692828,6.600093617,6.630085597,6.6554835,6.676414247,6.697852727,6.721483341,6.755111059,6.803310921,6.857143023,6.916915137,6.985110303,7.055117377,7.123731526,7.189499671,7.252558522,7.310223279,7.351182669,7.373607141,7.379243771,7.357527075,7.30242716,7.228928054
Kenya,KEN,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.314511409,7.236823656,7.217418073,7.2566108,7.356345358,7.52171258,7.732433185,7.976413819,8.255696992,8.550227246,8.601593717,8.406478325,8.208518613,8.020194552,7.827516262,7.817628213,7.987123041,8.171384347,8.368028067,8.555964614,8.733727403,8.894039815,9.035709997,9.168759472,9.291260834,9.400631671,9.489260076,9.550528033,9.595915156,9.632878533,9.663923248,9.682903515,9.693398403,9.697205336,9.693298784,9.683224374,9.669088161,9.662050045,9.670475122,9.70603762,9.761346034,9.829596248,9.898672166,9.955077874,10.00503332,10.04410426,10.06700173,10.07344011,10.06423995,10.03228936,9.962169188,9.848825049,9.703011687,9.544029923,9.384182609,9.240882016,9.150739978,9.114285165,9.107811439,9.145092721,9.238102999,9.363912802,9.507240088,9.653479091
Kenya,KEN,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,46.73295205,46.60224553,46.53565465,46.53335351,46.60518661,46.4728991,46.12905832,45.85456687,45.65822733,45.52163059,45.4208679,45.29556799,45.18287636,45.13851886,45.12573067,45.12445451,45.12394587,45.18690139,45.32384237,45.4892903,45.70749278,45.94123208,46.16935611,46.43187924,46.70592088,46.96472301,47.20088686,47.41749069,47.64955197,47.90801957,48.19748237,48.48523191,48.78246417,49.11069024,49.4675551,49.82555545,50.17097847,50.52586784,50.87751494,51.26549565,51.69266105,52.13898697,52.56366727,52.94799023,53.3110735,53.61630829,53.85814737,54.03138953,54.16204806,54.28033698,54.39138688,54.52407708,54.70117798,54.93697176,55.21465113,55.54641077,55.95497977,56.40549329,56.85983754,57.33773266,57.86911916,58.43049737,58.99569923,59.56126704
